,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
stop11,0,0,0,0,0,0,0,0,0,0,0,0,0.014285551,0.083333333,0.225,0.166666667,0.4,0.333333333,0.361111111,0.267857143,0.414285714,0.333333333,0.549999999,0.600000001,0.545454545,0.25,0.25,0.2,0.309523809,0.2,0.366666666,0.242857143,0.285714286,0.354166667,0.236111111,0.458333333,0.333333333,0.166666667,0.125,0,0.166666667,0,0.03125,0,0,0,0.067193676,0
stop12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.211111111,0.4,0.299107143,0.285714286,0.777777778,0.428571428,0.618181818,0.4,0.272727273,0.333333333,0.139423077,0.225,0.25,0.363636363,0.5,0.285707755,0.1999968,0.25,0.4,0.348484848,0.272727273,0.2,0,0,0.145833333,0.142857143,0.2,0,0.5,0.183333333,0,0
stop13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stop14,0,0,0,0,0,0,0,0,0,0,0,0,0.070015354,0.2,0.558441558,0.999999998,0.999999997,1.555555556,1.499999999,1.675,2.166666666,1.645833334,1.333333334,1.600000001,1.750000001,1.000000007,1.262500001,1.249999999,1,1.666666667,1.375,1.242857143,1.454545455,1.750000003,1.888888889,2.099840034,1.741666666,1.166666667,0.900000001,0.666666667,0.500000001,0.799999999,1.166666667,1.285714287,3.125000001,1.253968255,0.55,0.154761905
stop15,0,0,0,0,0,0,0,0,0,0,0,0,0.014019576,0.285714286,0.071428571,0,0,0.0999968,0.598214285,0.999960004,0.666666667,1.083333334,0.714285714,0.75,0.9,0.375,0.500000001,0.4,0.669642857,0.266666667,0.999999999,1.000000002,0.666666667,1,0.4,0.500000001,0.714285714,0.9,0.399987201,0.384615385,0.81249125,0.499960004,0.333333333,0.599999999,0.861111111,0.460506318,0.333333333,0.038461538
stop16,0,0,0,0,0,0,0,0,0,0,0.504702194,0,0.007142857,0.03125,0.100840336,0.088461538,0,0,0.16025641,0.166666667,0.333333333,0.333333333,0.333333333,0.291666667,0.166666667,0.154761905,0,0.166666667,0.444444445,0.600000001,0.171428572,0.142857143,0.522727273,0.233333333,0.2,0.375,0.142857143,0,0,0,0.16025641,0.121428571,0.25,0.333333333,0.25,0.599999999,0.038461538,0
stop17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080128205,0,0.076923077,0.076923077,0.0625,0.107954545,0,0,0,0,0,0,0.121428571,0.087121212,0.090909091,0.267857143,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0.055555556,0
stop18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0.105555556,0.2,0,0,0,0,0,0,0,0,0.145833333,0.2,0,0.125,0.105555556,0,0,0,0,0,0,0.090909091,0.213235294,0.166666667,0,0
stop19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stop20,0,0,0,0,0,0,0,0,0,0,0,0,0.014285682,0.015155141,0.057189542,0.10989011,0.236111111,0,0.200981499,0.4,0.333333333,0.225,0.261363636,0.222222222,0.142857143,0,0,0,0.25,0,0,0,0,0,0.023809524,0,0.155555556,0,0,0,0,0,0,0,0,0,0,0
stop21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stop22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
