,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
stop13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stop14,0,0,0,0,0,0,0,0,0,0,0,0,0.124242424,0.428571429,0.291666667,0.323863636,0.304347826,0.302857143,0.333333333,0.43315508,0.384615385,0.435416667,0.214285714,0.4,0.296296296,0.310344828,0.280788177,0.271264368,0.411764706,0.346153846,0.383333333,0.254032258,0.466666667,0.304347826,0.363636364,0.357142857,0.377155172,0.361111111,0.392857143,0.473684211,0.344086022,0.18907563,0.5,0.25,0.240384615,0.44047619,0.333333333,0.1
stop15,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.153846154,0.285714286,0.194594595,0.111111111,0.2,0.236111111,0.166666667,0.266798419,0.249032258,0.230769231,0.25,0.246212121,0.186147186,0.232480534,0.238095238,0.310344828,0.230769231,0.166666667,0.090909091,0.166666667,0.181818182,0.261363636,0.307692308,0.125,0.15037594,0.125,0.041666667,0.066666667,0.136645963,0.121428571,0.142857143,0.126984127
stop16,0,0,0,0,0,0,0,0,0,0,0,0,0.227083333,0,0,0.013513514,0.069047619,0.037037037,0.066964286,0.18983269,0.083333333,0.111111111,0.115131579,0.086511628,0.095454545,0.125490196,0.111111111,0.225396825,0.154761905,0.148148148,0.085144928,0.086956522,0.057713651,0.041112957,0,0,0,0.043478261,0,0,0.048809524,0,0,0,0,0.027027027,0,0
stop17,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0.55,0.083333333,0.078787879,0.207142857,0.157894737,0.224137931,0.172413793,0.238095238,0.255434783,0.25,0.181818182,0.201727642,0.186342593,0.220779221,0.1,0.148351648,0.242690058,0.269230769,0.207142857,0.111111111,0.116161616,0.063492063,0.055727554,0.073698445,0.12195122,0.0625,0,0,0.121212121,0,0.071519796,0.032195122,0.058823529,0.05,0,0
stop18,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.15,0.142857143,0.073333333,0.094054054,0.086956522,0.098599138,0.093478261,0.196774194,0.125,0.101010101,0.157894737,0.125,0.154704944,0.1,0.2,0.16954023,0.108823529,0.088932806,0.153846154,0.081140351,0.083333333,0.058823529,0.105263158,0.055555556,0.105555556,0.126984127,0.153846154,0.166666667,0.052631579,0.072916667,0.088235294,0.088562092,0.125,0.074074074,0.133928571
stop19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15625,0,0,0,0,0,0,0,0,0,0,0,0.145833333,0.147619048,0.07771261,0,0,0,0.143841516,0,0.0375,0.130434783,0,0,0.172413793,0,0,0,0,0,0,0,0,0
stop20,0.138888889,0,0,0,0,0,0,0,0,0,0,0,0.625,0.5,0.577777778,0.464285714,0.645833333,0.571428571,0.583333333,0.705882353,0.666666667,0.666666667,0.546296296,0.625,0.571428571,0.44,0.466666667,0.5,0.6,0.45,0.425824176,0.418449198,0.545454545,0.656862745,0.609797297,0.583333333,0.707142857,0.519230769,0.5,0.428571429,0.6,0.472222222,0.705882353,0.423076923,0.538461538,0.5625,0.538461538,0.472222222
stop21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.866666667,0.5,0.246212121,0.240384615,0,0.166666667,0.35,0.333333333,0.354166667,0.333333333,0.529411765,0.230263158,0,0.145833333,0.461538462,0.30952381,0.164414414,0.354166667,0.363636364,0.295394737,0.21031746,0.441558442,0.625,0.25,0.222222222,0.3,0.2,0,0.333333333,0.369318182,0.571428571,0.421052632,0.461538462,0.071428571
stop22,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0.5,1,1,1,1,0.5,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
