,0:00,0:30,1:00,1:30,2:00,2:30,3:00,3:30,4:00,4:30,5:00,5:30,6:00,6:30,7:00,7:30,8:00,8:30,9:00,9:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
stop13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stop14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216346154,0.133333333,0.387096774,0.305595409,0.333333333,0.416666667,0.285714286,0.278846154,0.375,0.333333333,0.333333333,0.210526316,0.321428571,0.363636364,0.333333333,0.3,0.3125,0.333333333,0.402834008,0.269230769,0.351351351,0.333333333,0.310344828,0.332720588,0.4,0.496491228,0.517241379,0.465116279,0.292613636,0.170289855,0.186956522,0.281746032,0.333333333,0.342857143,0.166666667
stop15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0.102564103,0.228571429,0.131830601,0.333333333,0.231950845,0.177777778,0.231111111,0.25,0.25,0.22,0.233333333,0.320971867,0.218181818,0.166666667,0.25,0.177083333,0.155645161,0.148148148,0.108108108,0.111111111,0.171921182,0.279220779,0.297335203,0.368421053,0.173363095,0.3,0.24137931,0.076923077,0.175925926,0.10485348,0.138095238,0.307692308,0.251748252
stop16,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0.025,0,0.048780488,0.078787879,0.113207547,0.074074074,0.214285714,0.034090909,0.16025641,0.133333333,0.153846154,0.139534884,0.112159329,0.105555556,0.142960813,0.133928571,0.142857143,0.108187135,0.04,0.111111111,0.038265306,0.051956815,0.041595197,0.026315789,0.020833333,0,0,0.035714286,0,0,0,0.025641026,0.022222222,0.059027778,0
stop17,0.1,0,0,0,0,0,0,0,0,0,0,0,0.415601023,0.100250627,0,0.138888889,0.204703833,0.192592593,0.244897959,0.228287841,0.170833333,0.277777778,0.142857143,0.208333333,0.130494505,0.135746606,0.142857143,0.137931034,0.214285714,0.2,0.066666667,0.066017316,0.1,0.105263158,0.037749288,0.063461538,0.058823529,0.063164894,0.02,0.04173913,0.071428571,0.055555556,0.035359801,0.034482759,0.042727273,0.037037037,0.015151515,0
stop18,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0.178571429,0,0.129032258,0.138888889,0.097619048,0.078947368,0.071428571,0.086601307,0.163333333,0.107954545,0.133333333,0.143333333,0.0625,0.176799007,0.096774194,0.108187135,0.1,0.116734143,0.071428571,0.097619048,0.057189542,0.093023256,0.181818182,0.138095238,0.055555556,0.095454545,0.142857143,0.076286765,0.12,0.054545455,0.126136364,0.125,0
stop19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0.083333333,0.081666667,0,0,0,0,0,0.078947368,0.066666667,0.101010101,0.042857143,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0
stop20,0,0,0,0,0,0,0,0,0,0,0,0,0.243589744,0.3125,0.4,0.153846154,0.5,0.475,0.733333333,0.755952381,0.615384615,0.625,0.477272727,0.555555556,0.579051383,0.538461538,0.483333333,0.5,0.458333333,0.5,0.461538462,0.5,0.5,0.64,0.553571429,0.58125,0.410769231,0.49122807,0.586805556,0.475806452,0.675595238,0.703703704,0.472222222,0.523809524,0.5,0.480952381,0.558441558,0.555555556
stop21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.125,0.038461538,0,0,0.140909091,0.222222222,0.125,0.263157895,0.303030303,0.222222222,0.126984127,0.181818182,0.25,0.2,0,0.266666667,0.388888889,0.333333333,0.363636364,0.347826087,0,0.150735294,0.272058824,0,0.083333333,0.25,0.219047619,0.241666667,0.393939394,0.333333333,0.15,0.263157895
stop22,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0.5,0,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
